O*NET-SOC Code,Title,Workplace Example,Element ID,Element Name,Hot Technology,In Demand
15-1212.00,Information Security Analysts,Extensible hypertext markup language XHTML,2.E.7.h,Web platform development software,N,N
15-1212.00,Information Security Analysts,Extensible markup language XML,2.E.7.c,Enterprise application integration software,Y,N
15-1212.00,Information Security Analysts,Firewall software,2.E.14.c,Network security and virtual private network VPN equipment software,N,Y
15-1212.00,Information Security Analysts,Geographic information system GIS software,2.E.8.h,Geographic information system,N,N
15-1212.00,Information Security Analysts,Git,2.E.5.c,File versioning software,Y,N
15-1212.00,Information Security Analysts,GitHub,2.E.10.a,Application server software,Y,N
15-1212.00,Information Security Analysts,Go,2.E.7.b,Development environment software,Y,N
15-1212.00,Information Security Analysts,Google Angular,2.E.7.h,Web platform development software,Y,N
15-1212.00,Information Security Analysts,Google Sites,2.E.4.g,Web page creation and editing software,N,N
15-1212.00,Information Security Analysts,Guidance Software EnCase Forensic,2.E.11.a,Network monitoring software,N,N
15-1212.00,Information Security Analysts,Hewlett Packard HP-UX,2.E.13.c,Operating system software,N,N
15-1212.00,Information Security Analysts,Honeypot,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,HP Fortify,2.E.14.b,Network security or virtual private network VPN management software,N,N
15-1212.00,Information Security Analysts,HP WebInspect,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,Human resource management software HRMS,2.E.1.c,Human resources software,N,N
15-1212.00,Information Security Analysts,Hypertext markup language HTML,2.E.7.h,Web platform development software,Y,N
15-1212.00,Information Security Analysts,IBM Cognos Impromptu,2.E.6.m,Business intelligence and data analysis software,N,N
15-1212.00,Information Security Analysts,IBM Domino,2.E.12.b,Communications server software,N,N
15-1212.00,Information Security Analysts,IBM Notes,2.E.16.a,Electronic mail software,N,N
15-1212.00,Information Security Analysts,IBM Power Systems software,2.E.17.a,Enterprise system management software,N,N
15-1212.00,Information Security Analysts,IBM QRadar SIEM,2.E.11.a,Network monitoring software,N,N
15-1212.00,Information Security Analysts,IBM Tivoli Access Management TAM,2.E.12.a,Access software,N,N
15-1212.00,Information Security Analysts,IBM Tivoli Identity Management TIM,2.E.14.a,Authentication server software,N,N
15-1212.00,Information Security Analysts,IBM WebSphere,2.E.11.e,Cloud-based management software,N,N
15-1212.00,Information Security Analysts,Imperva SecureSphere,2.E.14.c,Network security and virtual private network VPN equipment software,N,N
15-1212.00,Information Security Analysts,Integrated development environment IDE software,2.E.7.b,Development environment software,N,N
15-1212.00,Information Security Analysts,Integrity verification software,2.E.11.a,Network monitoring software,N,N
15-1212.00,Information Security Analysts,Intrusion detection system IDS,2.E.14.b,Network security or virtual private network VPN management software,N,N
15-1212.00,Information Security Analysts,Intrusion prevention system IPS,2.E.14.b,Network security or virtual private network VPN management software,N,N
15-1212.00,Information Security Analysts,IpFilter,2.E.14.c,Network security and virtual private network VPN equipment software,N,N
15-1212.00,Information Security Analysts,IpTables,2.E.14.c,Network security and virtual private network VPN equipment software,N,N
15-1212.00,Information Security Analysts,ISS RealSecure,2.E.14.b,Network security or virtual private network VPN management software,N,N
15-1212.00,Information Security Analysts,JavaScript,2.E.7.h,Web platform development software,Y,N
15-1212.00,Information Security Analysts,JavaScript Object Notation JSON,2.E.7.h,Web platform development software,Y,N
15-1212.00,Information Security Analysts,Job control language JCL,2.E.13.c,Operating system software,N,N
15-1212.00,Information Security Analysts,Juniper Networks NetScreen-Security Manager,2.E.14.c,Network security and virtual private network VPN equipment software,N,N
15-1212.00,Information Security Analysts,Kali Linux,2.E.7.f,Program testing software,N,N
15-1212.00,Information Security Analysts,Keystroke monitoring software,2.E.11.a,Network monitoring software,N,N
15-1212.00,Information Security Analysts,KornShell,2.E.13.c,Operating system software,N,N
15-1212.00,Information Security Analysts,LAMP Stack,2.E.7.h,Web platform development software,N,N
15-1212.00,Information Security Analysts,LexisNexis,2.E.6.h,Information retrieval or search software,N,N
15-1212.00,Information Security Analysts,Link encryption software,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,Linux,2.E.13.c,Operating system software,Y,Y
15-1212.00,Information Security Analysts,McAfee,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,McAfee VirusScan,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,Metasploit,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,Micro Focus OpenView,2.E.11.a,Network monitoring software,N,N
15-1212.00,Information Security Analysts,Microsoft .NET Framework,2.E.7.b,Development environment software,Y,N
15-1212.00,Information Security Analysts,Microsoft Access,2.E.6.f,Data base user interface and query software,Y,N
15-1212.00,Information Security Analysts,Microsoft Active Directory,2.E.10.d,Internet directory services software,Y,N
15-1212.00,Information Security Analysts,Microsoft Active Server Pages ASP,2.E.7.h,Web platform development software,Y,N
15-1212.00,Information Security Analysts,Microsoft ASP.NET,2.E.7.h,Web platform development software,Y,N
15-1212.00,Information Security Analysts,Microsoft Azure software,2.E.7.b,Development environment software,Y,Y
15-1212.00,Information Security Analysts,Microsoft Dynamics,2.E.2.b,Enterprise resource planning ERP software,N,N
15-1212.00,Information Security Analysts,Microsoft Excel,2.E.4.i,Spreadsheet software,Y,Y
15-1212.00,Information Security Analysts,Microsoft Exchange,2.E.16.a,Electronic mail software,N,N
15-1212.00,Information Security Analysts,Microsoft Hyper-V Server,2.E.13.c,Operating system software,N,N
15-1212.00,Information Security Analysts,Microsoft Office software,2.E.1.k,Office suite software,Y,Y
15-1212.00,Information Security Analysts,Microsoft PowerPoint,2.E.4.f,Presentation software,Y,Y
15-1212.00,Information Security Analysts,Microsoft PowerShell,2.E.7.b,Development environment software,Y,Y
15-1212.00,Information Security Analysts,Microsoft Project,2.E.1.e,Project management software,Y,N
15-1212.00,Information Security Analysts,Microsoft SharePoint,2.E.5.b,Document management software,Y,N
15-1212.00,Information Security Analysts,Microsoft SQL Server,2.E.6.f,Data base user interface and query software,Y,N
15-1212.00,Information Security Analysts,Microsoft SQL Server Integration Services SSIS,2.E.7.c,Enterprise application integration software,Y,N
15-1212.00,Information Security Analysts,Microsoft SQL Server Reporting Services SSRS,2.E.6.e,Data base reporting software,Y,N
15-1212.00,Information Security Analysts,Microsoft Teams,2.E.1.e,Project management software,Y,N
15-1212.00,Information Security Analysts,Microsoft Visio,2.E.1.p,Process mapping and design software,Y,N
15-1212.00,Information Security Analysts,Microsoft Visual Basic,2.E.7.b,Development environment software,Y,N
15-1212.00,Information Security Analysts,Microsoft Visual Basic for Applications VBA,2.E.7.b,Development environment software,Y,N
15-1212.00,Information Security Analysts,Microsoft Visual Basic Scripting Edition VBScript,2.E.7.b,Development environment software,N,N
15-1212.00,Information Security Analysts,Microsoft Visual Studio,2.E.7.b,Development environment software,Y,N
15-1212.00,Information Security Analysts,Microsoft Windows,2.E.13.c,Operating system software,Y,N
15-1212.00,Information Security Analysts,Microsoft Windows Server,2.E.13.c,Operating system software,Y,N
15-1212.00,Information Security Analysts,Microsoft Word,2.E.4.d,Word processing software,Y,N
15-1212.00,Information Security Analysts,MicroStrategy,2.E.6.m,Business intelligence and data analysis software,N,N
15-1212.00,Information Security Analysts,MITRE ATT&CK software,2.E.7.f,Program testing software,N,Y
15-1212.00,Information Security Analysts,MongoDB,2.E.6.d,Data base management system software,Y,N
15-1212.00,Information Security Analysts,MySQL,2.E.6.d,Data base management system software,Y,N
15-1212.00,Information Security Analysts,Nagios,2.E.11.a,Network monitoring software,N,N
15-1212.00,Information Security Analysts,National Instruments LabVIEW,2.E.7.b,Development environment software,N,N
15-1212.00,Information Security Analysts,Network and system vulnerability assessment software,2.E.14.b,Network security or virtual private network VPN management software,N,N
15-1212.00,Information Security Analysts,Network directory services software,2.E.10.d,Internet directory services software,N,N
15-1212.00,Information Security Analysts,Network intrusion prevention systems NIPS,2.E.11.a,Network monitoring software,N,N
15-1212.00,Information Security Analysts,Network security auditing software,2.E.14.b,Network security or virtual private network VPN management software,N,N
15-1212.00,Information Security Analysts,"Network, hardware, and software auditing software",2.E.11.a,Network monitoring software,N,N
15-1212.00,Information Security Analysts,Node.js,2.E.7.h,Web platform development software,Y,N
15-1212.00,Information Security Analysts,Norton AntiVirus,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,NortonLifeLock cybersecurity software,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,NoSQL,2.E.6.d,Data base management system software,Y,N
15-1212.00,Information Security Analysts,Objective C,2.E.7.e,Object or component oriented development software,N,N
15-1212.00,Information Security Analysts,Oracle Business Intelligence Enterprise Edition,2.E.6.m,Business intelligence and data analysis software,N,N
15-1212.00,Information Security Analysts,Oracle Database,2.E.6.f,Data base user interface and query software,Y,N
15-1212.00,Information Security Analysts,Oracle E-Business Suite Financials,2.E.2.d,Financial analysis software,N,N
15-1212.00,Information Security Analysts,Oracle Fusion Applications,2.E.2.b,Enterprise resource planning ERP software,N,N
15-1212.00,Information Security Analysts,Oracle Fusion Middleware,2.E.7.c,Enterprise application integration software,N,N
15-1212.00,Information Security Analysts,Oracle Hyperion,2.E.2.b,Enterprise resource planning ERP software,N,N
15-1212.00,Information Security Analysts,Oracle Java,2.E.7.e,Object or component oriented development software,Y,N
15-1212.00,Information Security Analysts,Oracle JavaServer Pages JSP,2.E.7.h,Web platform development software,N,N
15-1212.00,Information Security Analysts,Oracle JD Edwards EnterpriseOne,2.E.2.b,Enterprise resource planning ERP software,N,N
15-1212.00,Information Security Analysts,Oracle JDBC,2.E.6.f,Data base user interface and query software,N,N
15-1212.00,Information Security Analysts,Oracle Net Manager,2.E.11.a,Network monitoring software,N,N
15-1212.00,Information Security Analysts,Oracle PeopleSoft,2.E.2.b,Enterprise resource planning ERP software,Y,N
15-1212.00,Information Security Analysts,Oracle PeopleSoft Financials,2.E.2.b,Enterprise resource planning ERP software,N,N
15-1212.00,Information Security Analysts,Oracle PL/SQL,2.E.6.d,Data base management system software,Y,N
15-1212.00,Information Security Analysts,Oracle Solaris,2.E.13.c,Operating system software,N,N
15-1212.00,Information Security Analysts,Oracle WebLogic Server,2.E.10.a,Application server software,N,N
15-1212.00,Information Security Analysts,Palo Alto Networks Next-Generation Security Platform,2.E.14.c,Network security and virtual private network VPN equipment software,N,N
15-1212.00,Information Security Analysts,Password cracker software,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,Password management software,2.E.14.a,Authentication server software,N,N
15-1212.00,Information Security Analysts,Patch and update management software,2.E.7.a,Configuration management software,N,N
15-1212.00,Information Security Analysts,Penetration testing software,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,Perforce Helix software,2.E.7.a,Configuration management software,N,N
15-1212.00,Information Security Analysts,Perl,2.E.7.e,Object or component oriented development software,Y,N
15-1212.00,Information Security Analysts,PHP,2.E.7.h,Web platform development software,Y,N
15-1212.00,Information Security Analysts,Ping Identity,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,Portswigger BurP Suite,2.E.14.d,Transaction security and virus protection software,N,N
15-1212.00,Information Security Analysts,PostgreSQL,2.E.6.j,Object oriented data base management software,Y,N
15-1212.00,Information Security Analysts,Program checksumming software,2.E.14.d,Transaction security and virus protection software,N,N
