O*NET-SOC Code,Title,Element ID,Element Name,Scale ID,Scale Name,Data Value,N,Standard Error,Lower CI Bound,Upper CI Bound,Recommend Suppress,Not Relevant,Date,Domain Source
19-1022.00,Microbiologists,2.A.1.d,Speaking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2024,Analyst
19-1022.00,Microbiologists,2.A.1.e,Mathematics,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2024,Analyst
19-1022.00,Microbiologists,2.A.1.e,Mathematics,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2024,Analyst
19-1022.00,Microbiologists,2.A.1.f,Science,IM,Importance,4.62,8,0.1830,4.2664,4.9836,N,,08/2024,Analyst
19-1022.00,Microbiologists,2.A.1.f,Science,LV,Level,5.00,8,0.0000,5.0000,5.0000,N,N,08/2024,Analyst
19-1022.00,Microbiologists,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2024,Analyst
19-1022.00,Microbiologists,2.A.2.a,Critical Thinking,LV,Level,4.62,8,0.1830,4.2664,4.9836,N,N,08/2024,Analyst
19-1022.00,Microbiologists,2.A.2.b,Active Learning,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2024,Analyst
19-1022.00,Microbiologists,2.A.2.b,Active Learning,LV,Level,4.50,8,0.1890,4.1296,4.8704,N,N,08/2024,Analyst
19-1022.00,Microbiologists,2.A.2.c,Learning Strategies,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2024,Analyst
19-1022.00,Microbiologists,2.A.2.c,Learning Strategies,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2024,Analyst
19-1022.00,Microbiologists,2.A.2.d,Monitoring,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2024,Analyst
19-1022.00,Microbiologists,2.A.2.d,Monitoring,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2024,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.a,Reading Comprehension,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.a,Reading Comprehension,LV,Level,5.00,8,0.0000,5.0000,5.0000,N,N,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.c,Writing,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.c,Writing,LV,Level,4.25,8,0.1637,3.9292,4.5708,N,N,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.d,Speaking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.e,Mathematics,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.e,Mathematics,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.f,Science,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.1.f,Science,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.2.a,Critical Thinking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.2.a,Critical Thinking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.2.b,Active Learning,IM,Importance,3.88,8,0.2266,3.4309,4.3191,N,,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.2.b,Active Learning,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.2.c,Learning Strategies,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.2.c,Learning Strategies,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.2.d,Monitoring,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst
19-1023.00,Zoologists and Wildlife Biologists,2.A.2.d,Monitoring,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.a,Reading Comprehension,IM,Importance,4.38,8,0.1830,4.0164,4.7336,N,,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.a,Reading Comprehension,LV,Level,5.12,8,0.2266,4.6809,5.5691,N,N,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.b,Active Listening,LV,Level,4.50,8,0.1890,4.1296,4.8704,N,N,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.c,Writing,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.c,Writing,LV,Level,4.88,8,0.1250,4.6300,5.1200,N,N,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.d,Speaking,LV,Level,4.50,8,0.1890,4.1296,4.8704,N,N,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.e,Mathematics,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.e,Mathematics,LV,Level,4.38,8,0.2631,3.8594,4.8906,N,N,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.f,Science,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.1.f,Science,LV,Level,4.25,8,0.1637,3.9292,4.5708,N,N,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.2.a,Critical Thinking,LV,Level,4.75,8,0.1637,4.4292,5.0708,N,N,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.2.b,Active Learning,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.2.b,Active Learning,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.2.c,Learning Strategies,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.2.d,Monitoring,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2026,Analyst
19-1029.01,Bioinformatics Scientists,2.A.2.d,Monitoring,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.a,Reading Comprehension,IM,Importance,4.38,8,0.1830,4.0164,4.7336,N,,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.a,Reading Comprehension,LV,Level,5.62,8,0.1830,5.2664,5.9836,N,N,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.b,Active Listening,LV,Level,4.62,8,0.1830,4.2664,4.9836,N,N,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.c,Writing,IM,Importance,4.25,8,0.1637,3.9292,4.5708,N,,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.c,Writing,LV,Level,5.00,8,0.0000,5.0000,5.0000,N,N,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.d,Speaking,LV,Level,4.75,8,0.1637,4.4292,5.0708,N,N,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.e,Mathematics,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.e,Mathematics,LV,Level,4.38,8,0.2631,3.8594,4.8906,N,N,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.f,Science,IM,Importance,4.75,8,0.1637,4.4292,5.0000,N,,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.1.f,Science,LV,Level,5.00,8,0.1890,4.6296,5.3704,N,N,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.2.a,Critical Thinking,IM,Importance,4.12,8,0.1250,3.8800,4.3700,N,,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.2.a,Critical Thinking,LV,Level,4.88,8,0.1250,4.6300,5.1200,N,N,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.2.b,Active Learning,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.2.b,Active Learning,LV,Level,4.62,8,0.2631,4.1094,5.1406,N,N,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.2.c,Learning Strategies,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.2.c,Learning Strategies,LV,Level,4.50,8,0.2673,3.9762,5.0238,N,N,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.2.d,Monitoring,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2021,Analyst
19-1029.02,Molecular and Cellular Biologists,2.A.2.d,Monitoring,LV,Level,4.38,8,0.2631,3.8594,4.8906,N,N,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.a,Reading Comprehension,IM,Importance,4.25,8,0.1637,3.9292,4.5708,N,,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.a,Reading Comprehension,LV,Level,5.00,8,0.0000,5.0000,5.0000,N,N,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.c,Writing,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.c,Writing,LV,Level,4.88,8,0.1250,4.6300,5.1200,N,N,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.d,Speaking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.e,Mathematics,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.e,Mathematics,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.f,Science,IM,Importance,4.12,8,0.1250,3.8800,4.3700,N,,08/2021,Analyst
19-1029.03,Geneticists,2.A.1.f,Science,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,08/2021,Analyst
19-1029.03,Geneticists,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2021,Analyst
19-1029.03,Geneticists,2.A.2.a,Critical Thinking,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,08/2021,Analyst
19-1029.03,Geneticists,2.A.2.b,Active Learning,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2021,Analyst
19-1029.03,Geneticists,2.A.2.b,Active Learning,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2021,Analyst
19-1029.03,Geneticists,2.A.2.c,Learning Strategies,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2021,Analyst
19-1029.03,Geneticists,2.A.2.c,Learning Strategies,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2021,Analyst
19-1029.03,Geneticists,2.A.2.d,Monitoring,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2021,Analyst
19-1029.03,Geneticists,2.A.2.d,Monitoring,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2021,Analyst
19-1029.04,Biologists,2.A.1.a,Reading Comprehension,IM,Importance,4.12,8,0.1250,3.8800,4.3700,N,,08/2025,Analyst
19-1029.04,Biologists,2.A.1.a,Reading Comprehension,LV,Level,5.12,8,0.1250,4.8800,5.3700,N,N,08/2025,Analyst
19-1029.04,Biologists,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2025,Analyst
19-1029.04,Biologists,2.A.1.b,Active Listening,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2025,Analyst
19-1029.04,Biologists,2.A.1.c,Writing,IM,Importance,4.12,8,0.1250,3.8800,4.3700,N,,08/2025,Analyst
19-1029.04,Biologists,2.A.1.c,Writing,LV,Level,5.00,8,0.0000,5.0000,5.0000,N,N,08/2025,Analyst
19-1029.04,Biologists,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2025,Analyst
19-1029.04,Biologists,2.A.1.d,Speaking,LV,Level,4.75,8,0.1637,4.4292,5.0708,N,N,08/2025,Analyst
19-1029.04,Biologists,2.A.1.e,Mathematics,IM,Importance,3.88,8,0.2266,3.4309,4.3191,N,,08/2025,Analyst
19-1029.04,Biologists,2.A.1.e,Mathematics,LV,Level,4.25,8,0.1637,3.9292,4.5708,N,N,08/2025,Analyst
19-1029.04,Biologists,2.A.1.f,Science,IM,Importance,4.62,8,0.1830,4.2664,4.9836,N,,08/2025,Analyst
19-1029.04,Biologists,2.A.1.f,Science,LV,Level,5.00,8,0.0000,5.0000,5.0000,N,N,08/2025,Analyst
19-1029.04,Biologists,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.1890,3.6296,4.3704,N,,08/2025,Analyst
19-1029.04,Biologists,2.A.2.a,Critical Thinking,LV,Level,4.88,8,0.1250,4.6300,5.1200,N,N,08/2025,Analyst
19-1029.04,Biologists,2.A.2.b,Active Learning,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2025,Analyst
19-1029.04,Biologists,2.A.2.b,Active Learning,LV,Level,4.75,8,0.1637,4.4292,5.0708,N,N,08/2025,Analyst
19-1029.04,Biologists,2.A.2.c,Learning Strategies,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2025,Analyst
19-1029.04,Biologists,2.A.2.c,Learning Strategies,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2025,Analyst
19-1029.04,Biologists,2.A.2.d,Monitoring,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2025,Analyst
19-1029.04,Biologists,2.A.2.d,Monitoring,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2025,Analyst
19-1031.00,Conservation Scientists,2.A.1.a,Reading Comprehension,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.a,Reading Comprehension,LV,Level,3.88,8,0.2266,3.4309,4.3191,N,N,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.b,Active Listening,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.b,Active Listening,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.c,Writing,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.c,Writing,LV,Level,3.88,8,0.2266,3.4309,4.3191,N,N,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.d,Speaking,IM,Importance,3.62,8,0.1830,3.2664,3.9836,N,,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.d,Speaking,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.e,Mathematics,IM,Importance,3.12,8,0.2950,2.5467,3.7033,N,,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.e,Mathematics,LV,Level,3.12,8,0.2266,2.6809,3.5691,N,N,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.f,Science,IM,Importance,3.50,8,0.2673,2.9762,4.0238,N,,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.1.f,Science,LV,Level,3.50,8,0.2673,2.9762,4.0238,N,N,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.2.a,Critical Thinking,IM,Importance,3.50,8,0.1890,3.1296,3.8704,N,,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.2.a,Critical Thinking,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.2.b,Active Learning,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.2.b,Active Learning,LV,Level,3.38,8,0.2631,2.8594,3.8906,N,N,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.2.c,Learning Strategies,IM,Importance,2.88,8,0.2950,2.2967,3.4533,N,,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.2.c,Learning Strategies,LV,Level,2.88,8,0.2950,2.2967,3.4533,N,N,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.2.d,Monitoring,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2022,Analyst
19-1031.00,Conservation Scientists,2.A.2.d,Monitoring,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2022,Analyst
19-1031.02,Range Managers,2.A.1.a,Reading Comprehension,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.a,Reading Comprehension,LV,Level,4.25,8,0.1637,3.9292,4.5708,N,N,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.b,Active Listening,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.b,Active Listening,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.c,Writing,IM,Importance,3.38,8,0.1830,3.0164,3.7336,N,,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.c,Writing,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.d,Speaking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.e,Mathematics,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.e,Mathematics,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.f,Science,IM,Importance,3.12,8,0.1250,2.8800,3.3700,N,,08/2026,Analyst
19-1031.02,Range Managers,2.A.1.f,Science,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2026,Analyst
19-1031.02,Range Managers,2.A.2.a,Critical Thinking,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
19-1031.02,Range Managers,2.A.2.a,Critical Thinking,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
19-1031.02,Range Managers,2.A.2.b,Active Learning,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst
19-1031.02,Range Managers,2.A.2.b,Active Learning,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
19-1031.02,Range Managers,2.A.2.c,Learning Strategies,IM,Importance,2.88,8,0.1250,2.6300,3.1200,N,,08/2026,Analyst
19-1031.02,Range Managers,2.A.2.c,Learning Strategies,LV,Level,2.88,8,0.1250,2.6300,3.1200,N,N,08/2026,Analyst
19-1031.02,Range Managers,2.A.2.d,Monitoring,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
19-1031.02,Range Managers,2.A.2.d,Monitoring,LV,Level,4.38,8,0.1830,4.0164,4.7336,N,N,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.a,Reading Comprehension,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.a,Reading Comprehension,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.b,Active Listening,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.c,Writing,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.c,Writing,LV,Level,3.88,8,0.1250,3.6300,4.1200,N,N,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.d,Speaking,IM,Importance,4.00,8,0.1890,3.6296,4.3704,N,,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.d,Speaking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.e,Mathematics,IM,Importance,2.00,8,0.0000,2.0000,2.0000,N,,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.e,Mathematics,LV,Level,2.00,8,0.0000,2.0000,2.0000,N,N,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.f,Science,IM,Importance,2.12,8,0.1250,1.8800,2.3700,N,,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.1.f,Science,LV,Level,2.00,8,0.0000,2.0000,2.0000,N,N,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.2.a,Critical Thinking,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.2.a,Critical Thinking,LV,Level,3.75,8,0.1637,3.4292,4.0708,N,N,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.2.b,Active Learning,IM,Importance,3.12,8,0.2266,2.6809,3.5691,N,,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.2.b,Active Learning,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.1890,2.6296,3.3704,N,,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.2.c,Learning Strategies,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.2.d,Monitoring,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst
19-1031.03,Park Naturalists,2.A.2.d,Monitoring,LV,Level,3.25,8,0.1637,2.9292,3.5708,N,N,08/2026,Analyst
19-1032.00,Foresters,2.A.1.a,Reading Comprehension,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1032.00,Foresters,2.A.1.a,Reading Comprehension,LV,Level,4.25,8,0.1637,3.9292,4.5708,N,N,08/2026,Analyst
19-1032.00,Foresters,2.A.1.b,Active Listening,IM,Importance,3.88,8,0.1250,3.6300,4.1200,N,,08/2026,Analyst
19-1032.00,Foresters,2.A.1.b,Active Listening,LV,Level,4.00,8,0.0000,4.0000,4.0000,N,N,08/2026,Analyst
19-1032.00,Foresters,2.A.1.c,Writing,IM,Importance,3.75,8,0.1637,3.4292,4.0708,N,,08/2026,Analyst
19-1032.00,Foresters,2.A.1.c,Writing,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
19-1032.00,Foresters,2.A.1.d,Speaking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1032.00,Foresters,2.A.1.d,Speaking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
19-1032.00,Foresters,2.A.1.e,Mathematics,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
19-1032.00,Foresters,2.A.1.e,Mathematics,LV,Level,3.62,8,0.1830,3.2664,3.9836,N,N,08/2026,Analyst
19-1032.00,Foresters,2.A.1.f,Science,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
19-1032.00,Foresters,2.A.1.f,Science,LV,Level,3.12,8,0.1250,2.8800,3.3700,N,N,08/2026,Analyst
19-1032.00,Foresters,2.A.2.a,Critical Thinking,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1032.00,Foresters,2.A.2.a,Critical Thinking,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
19-1032.00,Foresters,2.A.2.b,Active Learning,IM,Importance,3.25,8,0.1637,2.9292,3.5708,N,,08/2026,Analyst
19-1032.00,Foresters,2.A.2.b,Active Learning,LV,Level,4.00,8,0.1890,3.6296,4.3704,N,N,08/2026,Analyst
19-1032.00,Foresters,2.A.2.c,Learning Strategies,IM,Importance,3.00,8,0.0000,3.0000,3.0000,N,,08/2026,Analyst
19-1032.00,Foresters,2.A.2.c,Learning Strategies,LV,Level,3.00,8,0.0000,3.0000,3.0000,N,N,08/2026,Analyst
19-1032.00,Foresters,2.A.2.d,Monitoring,IM,Importance,4.00,8,0.0000,4.0000,4.0000,N,,08/2026,Analyst
19-1032.00,Foresters,2.A.2.d,Monitoring,LV,Level,4.12,8,0.1250,3.8800,4.3700,N,N,08/2026,Analyst
19-1041.00,Epidemiologists,2.A.1.a,Reading Comprehension,IM,Importance,4.25,8,0.1637,3.9292,4.5708,N,,08/2023,Analyst
